ID_Cliente,Ciudad,Cliente,Genero,Linea_Producto,Precio_Unitario,Cantidad,Hora,Medio_Pago,Rating
ADJ1073,Lima,Afiliado,Masculino,Salud y belleza,62,8,19:08,Tarjeta crédito,6.2
ADJ1074,Arequipa,Afiliado,Masculino,Comidas y bebidas,91.4,7,10:19,Efectivo,9.5
ADJ1075,Lima,Afiliado,Femenino,Deportes y viajes,55.07,9,13:40,Tarjeta débito,10
ADJ1076,Trujillo,Afiliado,Femenino,Hogar y estilo de vida,94.88,7,14:38,Efectivo,4.2
ADJ1077,Trujillo,Normal,Masculino,Accesorios de moda,77.02,5,15:59,Efectivo,5.5
ADJ1078,Arequipa,Normal,Masculino,Comidas y bebidas,40.52,5,15:19,Efectivo,4.5
ADJ1079,Arequipa,Normal,Femenino,Deportes y viajes,73.95,4,10:02,Efectivo,6.1
ADJ1080,Lima,Afiliado,Masculino,Deportes y viajes,73.97,1,15:53,Tarjeta crédito,5.4
ADJ1081,Arequipa,Normal,Femenino,Deportes y viajes,49.33,10,16:40,Tarjeta crédito,9.4
ADJ1082,Trujillo,Afiliado,Masculino,Comidas y bebidas,67.45,10,11:25,Tarjeta débito,4.2
ADJ1083,Trujillo,Afiliado,Masculino,Hogar y estilo de vida,72.78,10,17:24,Efectivo,7.3
ADJ1084,Lima,Normal,Femenino,Deportes y viajes,42.97,3,11:46,Efectivo,9.3
ADJ1085,Trujillo,Normal,Femenino,Comidas y bebidas,27.28,5,10:31,Tarjeta crédito,8.6
ADJ1086,Lima,Afiliado,Masculino,Comidas y bebidas,47.16,5,14:35,Tarjeta crédito,6
ADJ1087,Lima,Afiliado,Masculino,Accesorios de moda,53.78,1,20:13,Tarjeta débito,4.7
ADJ1088,Trujillo,Normal,Masculino,Hogar y estilo de vida,46.33,7,13:23,Tarjeta crédito,7.4
ADJ1089,Lima,Afiliado,Masculino,Hogar y estilo de vida,30.12,8,13:01,Efectivo,7.7
ADJ1090,Arequipa,Afiliado,Masculino,Accesorios Electrónicos,81.97,10,14:30,Efectivo,9.2
ADJ1091,Arequipa,Normal,Masculino,Accesorios Electrónicos,20.85,8,19:17,Efectivo,6.3
ADJ1092,Trujillo,Afiliado,Masculino,Comidas y bebidas,22.17,8,17:01,Tarjeta crédito,9.6
ADJ1093,Lima,Afiliado,Femenino,Hogar y estilo de vida,94.49,8,19:00,Tarjeta débito,7.5
ADJ1094,Arequipa,Afiliado,Femenino,Accesorios Electrónicos,51.92,5,13:42,Efectivo,7.5
ADJ1095,Trujillo,Normal,Masculino,Salud y belleza,25,1,15:09,Tarjeta débito,5.5
ADJ1096,Lima,Afiliado,Femenino,Comidas y bebidas,73.05,10,12:25,Tarjeta crédito,8.7
ADJ1097,Arequipa,Afiliado,Masculino,Salud y belleza,46.53,6,10:54,Tarjeta crédito,4.3
ADJ1098,Trujillo,Normal,Masculino,Salud y belleza,28.95,7,20:31,Tarjeta crédito,6
ADJ1099,Arequipa,Normal,Femenino,Hogar y estilo de vida,44.01,8,17:36,Efectivo,8.8
ADJ1100,Trujillo,Normal,Masculino,Accesorios de moda,46.41,1,20:06,Tarjeta crédito,4
ADJ1101,Arequipa,Afiliado,Femenino,Accesorios Electrónicos,30.2,8,19:30,Tarjeta débito,5.1
ADJ1102,Lima,Afiliado,Masculino,Accesorios Electrónicos,72.17,1,19:40,Efectivo,6.1
ADJ1103,Arequipa,Afiliado,Femenino,Accesorios Electrónicos,66.65,9,18:19,Tarjeta crédito,9.7
ADJ1104,Lima,Normal,Masculino,Deportes y viajes,46.42,3,13:24,Tarjeta crédito,4.4
ADJ1105,Trujillo,Afiliado,Femenino,Hogar y estilo de vida,35.54,10,13:34,Tarjeta débito,7
ADJ1106,Lima,Afiliado,Femenino,Accesorios de moda,68.71,4,19:01,Efectivo,4.1
ADJ1107,Trujillo,Afiliado,Masculino,Salud y belleza,20.97,5,13:21,Efectivo,7.8
ADJ1108,Trujillo,Afiliado,Masculino,Accesorios Electrónicos,71.95,1,12:14,Efectivo,7.3
ADJ1109,Arequipa,Afiliado,Masculino,Hogar y estilo de vida,13.98,1,13:38,Tarjeta débito,9.8
ADJ1110,Trujillo,Afiliado,Femenino,Accesorios Electrónicos,25.22,7,10:23,Efectivo,8.2
ADJ1111,Lima,Afiliado,Femenino,Hogar y estilo de vida,77.68,9,13:21,Tarjeta débito,9.8
ADJ1112,Lima,Afiliado,Femenino,Accesorios de moda,72.04,2,19:38,Efectivo,9.5
ADJ1113,Trujillo,Normal,Femenino,Deportes y viajes,43.06,5,16:38,Tarjeta débito,7.7
ADJ1114,Trujillo,Normal,Femenino,Accesorios de moda,48.63,4,15:44,Tarjeta débito,7.6
ADJ1115,Arequipa,Normal,Femenino,Salud y belleza,13.85,9,12:50,Tarjeta débito,6
ADJ1116,Lima,Afiliado,Masculino,Comidas y bebidas,23.34,4,18:53,Tarjeta débito,7.4
ADJ1117,Trujillo,Normal,Masculino,Accesorios Electrónicos,74.58,7,16:09,Tarjeta crédito,9
ADJ1118,Lima,Normal,Femenino,Comidas y bebidas,67.77,1,20:43,Tarjeta crédito,6.5
ADJ1119,Arequipa,Afiliado,Femenino,Comidas y bebidas,98.7,8,20:39,Efectivo,7.6
ADJ1120,Trujillo,Normal,Femenino,Deportes y viajes,12.34,7,11:19,Tarjeta crédito,6.7
ADJ1121,Trujillo,Afiliado,Masculino,Salud y belleza,99.83,6,15:02,Tarjeta débito,8.5
ADJ1122,Arequipa,Normal,Femenino,Accesorios Electrónicos,30.24,1,15:44,Efectivo,8.4
ADJ1123,Lima,Afiliado,Masculino,Accesorios Electrónicos,19.24,9,16:28,Efectivo,8
ADJ1124,Trujillo,Normal,Femenino,Hogar y estilo de vida,56.53,4,19:48,Tarjeta débito,5.5
ADJ1125,Trujillo,Normal,Masculino,Salud y belleza,14.62,5,12:23,Efectivo,4.4
ADJ1126,Trujillo,Afiliado,Masculino,Salud y belleza,48.63,10,12:44,Efectivo,8.8
ADJ1127,Trujillo,Afiliado,Femenino,Accesorios de moda,48.96,9,11:27,Efectivo,8
ADJ1128,Trujillo,Normal,Femenino,Salud y belleza,68.71,3,10:05,Efectivo,8.7
ADJ1129,Trujillo,Normal,Femenino,Hogar y estilo de vida,33.3,9,15:27,Tarjeta débito,7.2
ADJ1130,Trujillo,Normal,Femenino,Comidas y bebidas,74.66,4,10:39,Efectivo,8.5
ADJ1131,Trujillo,Afiliado,Femenino,Salud y belleza,74.69,7,13:08,Tarjeta débito,9.1
ADJ1132,Arequipa,Normal,Masculino,Accesorios de moda,27.38,6,20:54,Tarjeta crédito,7.9
ADJ1133,Trujillo,Afiliado,Masculino,Hogar y estilo de vida,62.65,4,11:25,Efectivo,4.2
ADJ1134,Trujillo,Afiliado,Masculino,Hogar y estilo de vida,70.74,4,16:05,Tarjeta crédito,4.4
ADJ1135,Lima,Afiliado,Femenino,Hogar y estilo de vida,35.38,9,19:50,Tarjeta crédito,9.6
ADJ1136,Arequipa,Afiliado,Femenino,Accesorios de moda,31.9,1,12:40,Tarjeta débito,9.1
ADJ1137,Trujillo,Normal,Femenino,Hogar y estilo de vida,42.91,5,17:29,Tarjeta débito,6.1
ADJ1138,Lima,Afiliado,Femenino,Accesorios de moda,73.96,1,11:32,Tarjeta crédito,5
ADJ1139,Lima,Normal,Femenino,Comidas y bebidas,71.2,1,20:40,Tarjeta crédito,9.2
ADJ1140,Arequipa,Normal,Femenino,Accesorios de moda,76.06,3,20:30,Tarjeta crédito,9.8
ADJ1141,Arequipa,Normal,Femenino,Salud y belleza,78.89,7,19:48,Tarjeta débito,7.5
ADJ1142,Trujillo,Normal,Femenino,Accesorios Electrónicos,93.88,7,11:51,Tarjeta crédito,7.3
ADJ1143,Lima,Afiliado,Femenino,Deportes y viajes,16.49,2,11:32,Tarjeta débito,4.6
ADJ1144,Arequipa,Afiliado,Femenino,Salud y belleza,98.21,3,10:41,Tarjeta crédito,7.8
ADJ1145,Arequipa,Afiliado,Femenino,Salud y belleza,68.6,10,19:57,Efectivo,9.1
ADJ1146,Trujillo,Afiliado,Masculino,Hogar y estilo de vida,25.91,6,10:16,Tarjeta débito,8.7
ADJ1147,Arequipa,Afiliado,Masculino,Accesorios de moda,69.33,2,19:05,Tarjeta débito,9.7
ADJ1148,Lima,Afiliado,Femenino,Comidas y bebidas,42.82,9,15:26,Tarjeta crédito,8.9
ADJ1149,Lima,Normal,Femenino,Salud y belleza,58.24,9,12:34,Efectivo,9.7
ADJ1150,Trujillo,Afiliado,Femenino,Deportes y viajes,75.2,3,11:51,Tarjeta débito,4.8
ADJ1151,Trujillo,Afiliado,Femenino,Accesorios de moda,30.62,1,14:14,Tarjeta crédito,4.1
ADJ1152,Trujillo,Afiliado,Masculino,Comidas y bebidas,87.9,1,19:42,Tarjeta débito,6.7
ADJ1153,Arequipa,Afiliado,Femenino,Comidas y bebidas,47.27,6,10:17,Efectivo,8.8
ADJ1154,Trujillo,Afiliado,Masculino,Accesorios Electrónicos,20.89,2,18:45,Efectivo,9.8
ADJ1155,Lima,Normal,Masculino,Salud y belleza,87.98,3,10:40,Tarjeta débito,5.1
ADJ1156,Lima,Afiliado,Femenino,Comidas y bebidas,48.52,3,18:17,Tarjeta débito,4
ADJ1157,Arequipa,Afiliado,Femenino,Comidas y bebidas,78.31,10,16:24,Tarjeta débito,6.6
ADJ1158,Arequipa,Normal,Femenino,Deportes y viajes,83.06,7,14:31,Tarjeta débito,4
ADJ1159,Lima,Normal,Masculino,Hogar y estilo de vida,82.7,6,18:14,Efectivo,7.4
ADJ1160,Lima,Afiliado,Masculino,Accesorios de moda,21.94,5,12:29,Tarjeta débito,5.3
ADJ1161,Lima,Afiliado,Masculino,Comidas y bebidas,18.08,3,19:46,Tarjeta débito,8
ADJ1162,Arequipa,Afiliado,Femenino,Accesorios de moda,44.22,5,17:07,Tarjeta crédito,8.6
ADJ1163,Trujillo,Normal,Femenino,Accesorios de moda,81.91,2,17:43,Efectivo,7.8
ADJ1164,Lima,Afiliado,Femenino,Salud y belleza,55.97,7,19:06,Tarjeta débito,8.9
ADJ1165,Lima,Afiliado,Femenino,Salud y belleza,41.06,6,13:30,Tarjeta crédito,8.3
ADJ1166,Lima,Afiliado,Femenino,Salud y belleza,25.32,8,20:24,Tarjeta débito,8.7
ADJ1167,Arequipa,Afiliado,Femenino,Hogar y estilo de vida,12.12,10,13:44,Tarjeta crédito,8.4
ADJ1168,Trujillo,Normal,Masculino,Accesorios Electrónicos,78.31,3,16:38,Tarjeta débito,5.4
ADJ1169,Lima,Normal,Masculino,Deportes y viajes,69.74,10,17:49,Tarjeta crédito,8.9
ADJ1170,Lima,Normal,Femenino,Hogar y estilo de vida,95.46,8,19:40,Tarjeta débito,4.7
ADJ1171,Arequipa,Afiliado,Masculino,Salud y belleza,65.31,7,18:02,Tarjeta crédito,4.2
ADJ1172,Arequipa,Normal,Masculino,Comidas y bebidas,89.48,10,12:46,Tarjeta crédito,9.6
ADJ1173,Trujillo,Afiliado,Masculino,Hogar y estilo de vida,58.9,8,11:23,Efectivo,8.9
ADJ1174,Trujillo,Normal,Femenino,Deportes y viajes,15.34,1,11:09,Efectivo,6.5
ADJ1175,Arequipa,Normal,Femenino,Accesorios de moda,81.68,4,12:12,Efectivo,9.1
ADJ1176,Trujillo,Normal,Femenino,Comidas y bebidas,40.94,5,13:58,Tarjeta débito,9.9
ADJ1177,Lima,Normal,Masculino,Hogar y estilo de vida,62.19,4,19:46,Tarjeta débito,4.3
ADJ1178,Lima,Afiliado,Masculino,Salud y belleza,80.47,9,11:18,Efectivo,9.2
ADJ1179,Trujillo,Normal,Masculino,Deportes y viajes,64.59,4,13:35,Tarjeta débito,9.3
ADJ1180,Trujillo,Normal,Femenino,Accesorios de moda,42.57,7,11:51,Efectivo,6.8
ADJ1181,Lima,Afiliado,Femenino,Accesorios de moda,14.48,4,18:07,Tarjeta débito,4.5
ADJ1182,Arequipa,Afiliado,Femenino,Comidas y bebidas,99.42,4,10:42,Tarjeta débito,7.5
ADJ1183,Lima,Afiliado,Femenino,Comidas y bebidas,20.01,9,15:47,Tarjeta débito,4.1
ADJ1184,Arequipa,Normal,Masculino,Salud y belleza,89.75,1,20:05,Tarjeta crédito,6.6
ADJ1185,Lima,Afiliado,Masculino,Salud y belleza,25.9,10,14:51,Tarjeta débito,8.7
ADJ1186,Arequipa,Afiliado,Masculino,Accesorios de moda,96.98,4,17:20,Tarjeta débito,9.4
ADJ1187,Trujillo,Afiliado,Femenino,Hogar y estilo de vida,37.44,6,13:55,Tarjeta crédito,5.9
ADJ1188,Lima,Normal,Masculino,Accesorios Electrónicos,22.95,10,19:20,Tarjeta débito,8.2
ADJ1189,Trujillo,Normal,Femenino,Salud y belleza,35.68,5,18:33,Tarjeta crédito,6.6
ADJ1190,Arequipa,Afiliado,Femenino,Salud y belleza,28.5,8,14:24,Efectivo,6.6
ADJ1191,Arequipa,Normal,Femenino,Comidas y bebidas,52.42,1,10:22,Tarjeta crédito,6.3
ADJ1192,Lima,Afiliado,Masculino,Accesorios Electrónicos,50.45,6,15:16,Tarjeta crédito,8.9
ADJ1193,Arequipa,Afiliado,Masculino,Hogar y estilo de vida,35.81,5,18:44,Tarjeta débito,7.9
ADJ1194,Trujillo,Afiliado,Masculino,Deportes y viajes,15.81,10,12:27,Tarjeta crédito,8.6
ADJ1195,Trujillo,Afiliado,Femenino,Deportes y viajes,92.13,6,20:34,Efectivo,8.3
ADJ1196,Lima,Afiliado,Masculino,Hogar y estilo de vida,71.86,8,15:07,Tarjeta crédito,6.2
ADJ1197,Lima,Normal,Masculino,Comidas y bebidas,62.08,7,13:46,Tarjeta débito,5.4
ADJ1198,Lima,Normal,Femenino,Deportes y viajes,67.43,5,18:13,Tarjeta débito,6.3
ADJ1199,Arequipa,Normal,Masculino,Hogar y estilo de vida,37,1,13:29,Tarjeta crédito,7.9
ADJ1200,Trujillo,Afiliado,Masculino,Accesorios Electrónicos,21.5,9,12:46,Tarjeta crédito,7.8
ADJ1201,Trujillo,Normal,Femenino,Salud y belleza,79.74,1,10:36,Tarjeta débito,7.3
ADJ1202,Lima,Afiliado,Masculino,Deportes y viajes,37.32,9,15:31,Tarjeta débito,5.1
ADJ1203,Lima,Normal,Masculino,Accesorios Electrónicos,28.38,5,20:57,Efectivo,9.4
ADJ1204,Lima,Afiliado,Masculino,Accesorios de moda,49.92,2,11:55,Tarjeta crédito,7
ADJ1205,Arequipa,Afiliado,Femenino,Deportes y viajes,68.12,1,12:28,Tarjeta débito,6.8
ADJ1206,Lima,Afiliado,Femenino,Accesorios de moda,97.61,6,15:01,Tarjeta débito,9.9
ADJ1207,Trujillo,Afiliado,Masculino,Accesorios Electrónicos,77.72,4,16:11,Tarjeta crédito,8.8
ADJ1208,Trujillo,Afiliado,Femenino,Hogar y estilo de vida,21.54,9,11:44,Tarjeta crédito,8.8
ADJ1209,Lima,Normal,Masculino,Accesorios de moda,47.97,7,20:52,Efectivo,6.2
ADJ1210,Arequipa,Afiliado,Femenino,Hogar y estilo de vida,21.82,10,17:36,Efectivo,7.1
ADJ1211,Lima,Afiliado,Femenino,Comidas y bebidas,89.14,4,12:20,Tarjeta crédito,7.8
ADJ1212,Trujillo,Normal,Masculino,Deportes y viajes,60.95,9,12:08,Tarjeta crédito,6
ADJ1213,Arequipa,Normal,Masculino,Comidas y bebidas,27.22,3,12:37,Efectivo,7.3
ADJ1214,Trujillo,Normal,Masculino,Comidas y bebidas,43.19,10,16:48,Tarjeta débito,8.2
ADJ1215,Trujillo,Normal,Masculino,Salud y belleza,89.6,8,11:28,Tarjeta débito,6.6
ADJ1216,Arequipa,Normal,Femenino,Comidas y bebidas,16.48,6,18:23,Tarjeta débito,9.9
ADJ1217,Arequipa,Afiliado,Masculino,Accesorios Electrónicos,65.94,4,13:05,Tarjeta crédito,6.9
ADJ1218,Lima,Normal,Masculino,Hogar y estilo de vida,22.02,9,18:48,Efectivo,6.8
ADJ1219,Arequipa,Normal,Femenino,Accesorios Electrónicos,40.86,8,14:38,Tarjeta crédito,6.5
ADJ1220,Lima,Normal,Masculino,Accesorios Electrónicos,79.39,10,20:24,Efectivo,6.2
ADJ1221,Lima,Afiliado,Femenino,Comidas y bebidas,54.36,10,11:28,Tarjeta crédito,6.1
ADJ1222,Arequipa,Normal,Masculino,Hogar y estilo de vida,16.67,7,11:36,Tarjeta débito,7.4
ADJ1223,Trujillo,Afiliado,Femenino,Deportes y viajes,45.58,1,14:13,Efectivo,9.8
ADJ1224,Trujillo,Normal,Femenino,Accesorios Electrónicos,28.96,1,10:18,Tarjeta crédito,6.2
ADJ1225,Arequipa,Afiliado,Femenino,Accesorios de moda,43.46,6,17:55,Tarjeta débito,8.5
ADJ1226,Arequipa,Normal,Masculino,Salud y belleza,58.95,10,14:27,Tarjeta débito,8.1
ADJ1227,Arequipa,Normal,Femenino,Accesorios de moda,60.41,8,12:23,Tarjeta débito,9.6
ADJ1228,Arequipa,Afiliado,Masculino,Deportes y viajes,10.17,1,14:15,Efectivo,5.9
ADJ1229,Lima,Normal,Femenino,Accesorios Electrónicos,57.91,8,15:06,Efectivo,8.1
ADJ1230,Trujillo,Normal,Femenino,Hogar y estilo de vida,93.12,8,10:09,Efectivo,6.8
ADJ1231,Lima,Normal,Masculino,Accesorios Electrónicos,46.02,6,15:55,Efectivo,7.1
ADJ1232,Arequipa,Normal,Masculino,Accesorios de moda,86.13,2,17:59,Efectivo,8.2
ADJ1233,Lima,Normal,Femenino,Accesorios de moda,63.71,5,19:30,Tarjeta débito,8.5
ADJ1234,Lima,Normal,Masculino,Hogar y estilo de vida,16.16,2,11:49,Tarjeta débito,6.5
ADJ1235,Lima,Normal,Masculino,Hogar y estilo de vida,50.28,5,13:58,Tarjeta débito,9.7
ADJ1236,Arequipa,Normal,Femenino,Accesorios de moda,16.45,4,14:53,Tarjeta débito,5.6
ADJ1237,Trujillo,Afiliado,Femenino,Salud y belleza,15.55,9,13:12,Efectivo,5
ADJ1238,Arequipa,Normal,Masculino,Comidas y bebidas,99.79,2,20:37,Tarjeta débito,8
ADJ1239,Arequipa,Normal,Masculino,Accesorios Electrónicos,84.07,4,16:54,Tarjeta débito,4.4
ADJ1240,Trujillo,Normal,Masculino,Hogar y estilo de vida,97.94,1,11:44,Tarjeta débito,6.9
ADJ1241,Arequipa,Normal,Masculino,Accesorios Electrónicos,22.21,6,10:23,Tarjeta crédito,8.6
ADJ1242,Trujillo,Afiliado,Femenino,Hogar y estilo de vida,28.31,4,18:35,Efectivo,8.2
ADJ1243,Arequipa,Normal,Femenino,Accesorios de moda,31.73,9,16:17,Tarjeta crédito,5.9
ADJ1244,Arequipa,Afiliado,Femenino,Comidas y bebidas,68.54,8,15:57,Tarjeta débito,8.5
ADJ1245,Lima,Afiliado,Femenino,Comidas y bebidas,74.6,10,20:55,Efectivo,9.5
ADJ1246,Arequipa,Normal,Femenino,Hogar y estilo de vida,45.38,4,13:48,Tarjeta crédito,8.7
ADJ1247,Arequipa,Normal,Masculino,Accesorios de moda,12.78,1,14:11,Tarjeta débito,9.5
ADJ1248,Trujillo,Normal,Masculino,Deportes y viajes,37.14,5,13:05,Tarjeta débito,5
ADJ1249,Lima,Afiliado,Femenino,Deportes y viajes,48.5,3,12:50,Efectivo,6.7
ADJ1250,Arequipa,Afiliado,Femenino,Accesorios de moda,51.89,7,20:08,Efectivo,4.5
ADJ1251,Lima,Afiliado,Femenino,Hogar y estilo de vida,49.1,2,12:58,Tarjeta crédito,6.4
ADJ1252,Lima,Afiliado,Femenino,Deportes y viajes,64.83,2,11:59,Tarjeta crédito,8
ADJ1253,Arequipa,Afiliado,Masculino,Hogar y estilo de vida,55.57,3,11:42,Tarjeta crédito,5.9
ADJ1254,Lima,Afiliado,Masculino,Accesorios de moda,65.23,10,19:07,Tarjeta crédito,5.2
ADJ1255,Trujillo,Normal,Femenino,Accesorios Electrónicos,50.23,4,17:12,Efectivo,9
ADJ1256,Arequipa,Afiliado,Femenino,Comidas y bebidas,72.88,9,19:38,Efectivo,4
ADJ1257,Trujillo,Afiliado,Masculino,Deportes y viajes,12.76,2,18:06,Tarjeta débito,7.8
ADJ1258,Trujillo,Afiliado,Femenino,Accesorios Electrónicos,79.59,3,14:30,Efectivo,6.6
ADJ1259,Arequipa,Afiliado,Masculino,Comidas y bebidas,24.31,3,19:09,Tarjeta crédito,4.3
ADJ1260,Lima,Afiliado,Femenino,Comidas y bebidas,33.21,10,14:25,Tarjeta débito,6
ADJ1261,Trujillo,Normal,Masculino,Deportes y viajes,86.31,7,10:37,Tarjeta débito,5.3
ADJ1262,Lima,Normal,Masculino,Accesorios de moda,33.52,1,15:31,Efectivo,6.7
ADJ1263,Lima,Afiliado,Femenino,Deportes y viajes,69.12,6,13:03,Efectivo,5.6
ADJ1264,Lima,Normal,Femenino,Deportes y viajes,90.28,9,11:15,Tarjeta débito,7.2
ADJ1265,Trujillo,Normal,Masculino,Accesorios de moda,98.98,10,16:20,Tarjeta crédito,8.7
ADJ1266,Lima,Afiliado,Masculino,Hogar y estilo de vida,46.47,4,10:53,Efectivo,7
ADJ1267,Arequipa,Afiliado,Femenino,Accesorios de moda,97.21,10,13:00,Tarjeta crédito,8.7
ADJ1268,Arequipa,Afiliado,Femenino,Salud y belleza,37.15,7,13:12,Tarjeta crédito,7.7
ADJ1269,Lima,Normal,Masculino,Hogar y estilo de vida,31.75,4,15:26,Efectivo,8.6
ADJ1270,Trujillo,Afiliado,Masculino,Accesorios de moda,19.7,1,11:39,Tarjeta débito,9.5
ADJ1271,Arequipa,Afiliado,Femenino,Deportes y viajes,64.97,5,12:52,Tarjeta crédito,6.5
ADJ1272,Lima,Normal,Femenino,Hogar y estilo de vida,16.37,6,10:58,Efectivo,7
ADJ1273,Arequipa,Normal,Femenino,Accesorios Electrónicos,15.28,5,10:29,Efectivo,9.6
ADJ1274,Trujillo,Normal,Masculino,Accesorios Electrónicos,97.16,1,20:38,Tarjeta débito,7.2
ADJ1275,Arequipa,Normal,Femenino,Salud y belleza,81.3,6,16:43,Tarjeta débito,5.3
ADJ1276,Arequipa,Normal,Femenino,Salud y belleza,46.26,6,17:11,Tarjeta crédito,9.5
ADJ1277,Trujillo,Normal,Femenino,Accesorios de moda,61.77,5,13:21,Efectivo,6.7
ADJ1278,Arequipa,Normal,Femenino,Accesorios de moda,37.55,10,20:01,Tarjeta crédito,9.3
ADJ1279,Trujillo,Afiliado,Femenino,Hogar y estilo de vida,90.65,10,10:53,Tarjeta débito,7.3
ADJ1280,Arequipa,Normal,Masculino,Comidas y bebidas,43.27,2,16:53,Tarjeta débito,5.7
ADJ1281,Trujillo,Normal,Masculino,Hogar y estilo de vida,33.99,6,15:37,Tarjeta crédito,7.7
ADJ1282,Arequipa,Afiliado,Masculino,Comidas y bebidas,17.04,4,20:15,Tarjeta débito,7
ADJ1283,Lima,Afiliado,Femenino,Comidas y bebidas,17.63,5,15:27,Efectivo,8.5
ADJ1284,Arequipa,Afiliado,Masculino,Accesorios de moda,49.04,9,14:20,Tarjeta crédito,8.6
ADJ1285,Arequipa,Normal,Femenino,Deportes y viajes,95.44,10,13:45,Efectivo,5.2
ADJ1286,Arequipa,Normal,Femenino,Accesorios de moda,49.32,6,13:46,Tarjeta débito,7.1
ADJ1287,Lima,Afiliado,Femenino,Deportes y viajes,11.85,8,16:34,Efectivo,4.1
ADJ1288,Trujillo,Afiliado,Masculino,Accesorios de moda,38.54,5,13:34,Tarjeta débito,5.6
ADJ1289,Lima,Afiliado,Femenino,Hogar y estilo de vida,21.9,3,18:43,Tarjeta débito,4.7
ADJ1290,Arequipa,Normal,Femenino,Hogar y estilo de vida,15.8,10,12:07,Efectivo,7.8
ADJ1291,Arequipa,Normal,Masculino,Accesorios Electrónicos,96.37,7,11:40,Efectivo,6
ADJ1292,Arequipa,Normal,Femenino,Accesorios Electrónicos,12.45,6,13:11,Efectivo,4.1
ADJ1293,Arequipa,Normal,Masculino,Accesorios de moda,64.26,7,10:00,Efectivo,5.7
ADJ1294,Lima,Afiliado,Femenino,Accesorios Electrónicos,81.4,3,19:43,Efectivo,4.8
ADJ1295,Trujillo,Afiliado,Femenino,Deportes y viajes,22.24,10,11:00,Efectivo,4.2
ADJ1296,Arequipa,Afiliado,Femenino,Comidas y bebidas,21.08,3,10:25,Efectivo,7.3
ADJ1297,Arequipa,Normal,Masculino,Comidas y bebidas,21.58,1,10:02,Tarjeta débito,7.2
ADJ1298,Arequipa,Afiliado,Femenino,Hogar y estilo de vida,15.95,6,17:15,Tarjeta crédito,5.1
ADJ1299,Lima,Normal,Masculino,Accesorios de moda,57.27,3,20:31,Tarjeta débito,6.5
ADJ1300,Trujillo,Afiliado,Masculino,Comidas y bebidas,35.04,9,19:17,Tarjeta débito,4.6
ADJ1301,Lima,Normal,Masculino,Hogar y estilo de vida,45.97,4,12:02,Tarjeta débito,5.1
ADJ1302,Arequipa,Normal,Masculino,Salud y belleza,84.61,10,18:58,Tarjeta crédito,8.8
ADJ1303,Lima,Afiliado,Masculino,Hogar y estilo de vida,65.91,6,11:45,Efectivo,5.7
ADJ1304,Trujillo,Afiliado,Masculino,Comidas y bebidas,31.84,1,13:22,Efectivo,7.7
ADJ1305,Lima,Afiliado,Masculino,Accesorios Electrónicos,25.51,4,17:03,Efectivo,6.8
ADJ1306,Lima,Afiliado,Femenino,Accesorios Electrónicos,93.96,4,18:00,Efectivo,9.5
ADJ1307,Arequipa,Normal,Femenino,Accesorios Electrónicos,75.91,6,18:21,Efectivo,8.7
ADJ1308,Arequipa,Afiliado,Masculino,Deportes y viajes,48.91,5,10:17,Efectivo,6.6
ADJ1309,Lima,Afiliado,Masculino,Deportes y viajes,99.96,9,17:26,Tarjeta crédito,4.2
ADJ1310,Lima,Afiliado,Femenino,Accesorios de moda,56.47,8,14:57,Tarjeta débito,7.3
ADJ1311,Trujillo,Afiliado,Masculino,Salud y belleza,51.94,10,18:24,Tarjeta débito,6.5
ADJ1312,Trujillo,Afiliado,Masculino,Comidas y bebidas,99.78,5,19:09,Efectivo,5.4
ADJ1313,Trujillo,Afiliado,Femenino,Deportes y viajes,52.26,10,12:45,Tarjeta crédito,6.2
ADJ1314,Arequipa,Normal,Masculino,Accesorios de moda,16.28,1,15:36,Efectivo,5
ADJ1315,Lima,Normal,Masculino,Accesorios de moda,95.54,7,14:36,Tarjeta crédito,9.6
ADJ1316,Trujillo,Normal,Masculino,Salud y belleza,51.71,4,13:53,Tarjeta crédito,9.8
ADJ1317,Arequipa,Afiliado,Femenino,Comidas y bebidas,98.97,9,11:23,Efectivo,6.7
ADJ1318,Trujillo,Normal,Masculino,Deportes y viajes,60.87,2,12:37,Tarjeta débito,8.7
ADJ1319,Lima,Afiliado,Femenino,Hogar y estilo de vida,52.18,7,10:54,Efectivo,9.3
ADJ1320,Trujillo,Normal,Femenino,Accesorios de moda,97.29,8,13:18,Tarjeta crédito,6.2
ADJ1321,Trujillo,Afiliado,Femenino,Salud y belleza,36.26,2,17:15,Tarjeta crédito,7.2
ADJ1322,Lima,Normal,Masculino,Deportes y viajes,83.78,8,14:49,Efectivo,5.1
ADJ1323,Trujillo,Afiliado,Femenino,Deportes y viajes,21.98,7,16:42,Tarjeta débito,5.1
ADJ1324,Trujillo,Afiliado,Masculino,Hogar y estilo de vida,78.38,6,14:16,Tarjeta débito,5.8
ADJ1325,Arequipa,Afiliado,Masculino,Accesorios Electrónicos,74.79,5,11:34,Efectivo,4.9
ADJ1326,Lima,Normal,Femenino,Accesorios de moda,79.86,7,10:33,Tarjeta crédito,5.5
ADJ1327,Arequipa,Normal,Femenino,Deportes y viajes,83.14,7,10:31,Tarjeta crédito,6.6
